idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,14.42,0,14.42,0,0,20
2,4,0,2,11.47,0,11.47,0,1,20
3,2,0,1,18.77,0,18.77,0,0,20
4,4,0,3,12.99,0,12.99,0,1,20
5,4,0,1,11.44,0,11.44,0,1,20
6,4,0,0,10.0,0,10.0,0,0,20
7,4,0,4,14.65,0,14.65,0,1,20
8,1,0,0,20.9,0,20.9,1,0,20
9,3,0,0,18.44,0,18.44,2,0,20
10,5,0,0,13.57,0,13.57,3,0,20
11,6,0,0,7.84,0,7.84,4,0,20
12,2,0,2,19.06,0,19.06,5,0,20
13,6,0,1,5.53,0,5.53,6,0,20
14,3,0,1,19.31,0,19.31,7,0,20
15,6,0,2,8.92,0,8.92,8,0,20
16,1,0,1,21.62,0,21.62,9,0,20
17,5,0,1,13.21,0,13.21,10,0,20
18,5,0,2,15.44,0,15.44,11,0,20
19,5,0,3,17.62,0,17.62,12,0,20
20,3,0,2,20.36,0,20.36,13,0,20
